"id","linnworks_code","product_name","category","supplier","invoice_currency","landed_price_gbp","sp1_value_gbp","sp2_value_gbp","sp3_value_gbp","sale_price_gbp","landed_price_eur","sp1_value_eur","sp2_value_eur","sp3_value_eur","sale_price_euro","import_dates","error"
"4227","RUSOLCHENCHOC90","Rug - Cotton Chenille Solid - Chocolate - 90 x 150 cm (RU1164D)","Rugs/Discontinued","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4228","RUSOLCHENNAT110","Rug - Cotton Chenille Solid - Natural - 110 x 170 cm (RU1158E)","Rugs/Discontinued","THREEANG","GBP","15.03","33.83","37.59","60.14","34.99","16.84","42.1","46.31","71.56","44.99",,
"4229","RUSOLCHENNAT45","Rug - Cotton Chenille Solid - Natural - 45 x 70 cm (RU1158A)","Rugs/Discontinued","THREEANG","GBP","2.11","4.74","5.27","8.42","5.99","2.36","5.9","6.49","10.02","7.99",,
"4230","RUSOLCHENNAT60","Rug - Cotton Chenille Solid - Natural - 60 x 100 cm (RU1158B)","Rugs/Discontinued","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4231","RUSOLCHENNAT66","Rug - Cotton Chenille Solid - Natural - 66 x 200 cm (RU1158C)","Rugs/Discontinued","THREEANG","GBP","8.89","20.01","22.23","35.57","24.99","9.96","24.9","27.39","42.33","34.99",,
"4232","RUSOLCHENNAT90","Rug - Cotton Chenille Solid - Natural - 90 x 150 cm (RU1158D)","Rugs/Discontinued","THREEANG","GBP","9.13","20.53","22.82","36.5","24.99","10.22","25.55","28.11","43.44","34.99",,
"4233","RUSOLCHENORA110","Rug - Cotton Chenille Solid - Orange - 110 x 170 cm (RU1161E)","Rugs/Discontinued","THREEANG","GBP","11.41","25.67","28.52","45.63","34.99","12.78","31.94","35.14","54.3","44.99",,
"4234","RUSOLCHENORA45","Rug - Cotton Chenille Solid - Orange - 45 x 70 cm (RU1161A)","Rugs/Discontinued","THREEANG","GBP","2.52","5.66","6.29","10.06","5.99","2.82","7.04","7.75","11.97","7.99",,
"4235","RUSOLCHENORA60","Rug - Cotton Chenille Solid - Orange - 60 x 100 cm (RU1161B)","Rugs/Discontinued","THREEANG","GBP","4.27","9.61","10.68","17.08","11.99","4.78","11.96","13.15","20.33","14.99",,
"4236","RUSOLCHENORA66","Rug - Cotton Chenille Solid - Orange - 66 x 200 cm (RU1161C)","Rugs/Discontinued","THREEANG","GBP","10.53","23.69","26.33","42.12","24.99","11.79","29.48","32.43","50.12","34.99",,
"4237","RUSOLCHENORA90","Rug - Cotton Chenille Solid - Orange - 90 x 150 cm (RU1161D)","Rugs/Discontinued","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4238","RUSOLCHENPUR110","Rug - Cotton Chenille Solid - Purple - 110 x 170 cm (RU1163E)","Rugs/Discontinued","THREEANG","EUR","13.38","30.11","33.45","53.52","34.99","15.03","37.59","41.34","63.9","44.99",,
"4239","RUSOLCHENPUR45","Rug - Cotton Chenille Solid - Purple - 45 x 70 cm (RU1163A)","Rugs/Discontinued","THREEANG","EUR","2.24","5.04","5.6","8.96","5.99","2.52","6.29","6.92","10.69","7.99",,
"4240","RUSOLCHENPUR60","Rug - Cotton Chenille Solid - Purple - 60 x 100 cm (RU1163B)","Rugs/Discontinued","THREEANG","EUR","4.27","9.61","10.67","17.08","11.99","4.8","11.99","13.19","20.39","14.99",,
"4241","RUSOLCHENPUR66","Rug - Cotton Chenille Solid - Purple - 66 x 200 cm (RU1163C)","Rugs/Discontinued","THREEANG","EUR","8.33","18.74","20.83","33.32","24.99","9.36","23.4","25.74","39.78","34.99",,
"4242","RUSOLCHENPUR90","Rug - Cotton Chenille Solid - Purple - 90 x 150 cm (RU1163D)","Rugs/Discontinued","THREEANG","EUR","7.5","16.87","18.74","29.99","24.99","8.42","21.06","23.17","35.8","34.99",,
"4243","RUSOLCHENSAG110","Rug - Cotton Chenille Solid - Sage Green - 110 x 170 cm (RU1165E)","Rugs/Discontinued","THREEANG","EUR","13.38","30.11","33.45","53.52","34.99","15.03","37.59","41.34","63.9","44.99",,
"4244","RUSOLCHENSAG45","Rug - Cotton Chenille Solid - Sage Green - 45 x 70 cm (RU1165A)","Rugs/Discontinued","THREEANG","EUR","2.24","5.04","5.6","8.96","5.99","2.52","6.29","6.92","10.69","7.99",,
"4245","RUSOLCHENSAG60","Rug - Cotton Chenille Solid - Sage Green - 60 x 100 cm (RU1165B)","Rugs/Discontinued","THREEANG","EUR","3.8","8.55","9.5","15.2","11.99","4.27","10.68","11.74","18.15","14.99",,
"4246","RUSOLCHENSAG66","Rug - Cotton Chenille Solid - Sage Green - 66 x 200 cm (RU1165C)","Rugs/Discontinued","THREEANG","EUR","9.37","21.09","23.43","37.49","24.99","10.53","26.33","28.96","44.75","34.99",,
"4247","RUSOLCHENSAG90","Rug - Cotton Chenille Solid - Sage Green - 90 x 150 cm (RU1165D)","Rugs/Discontinued","THREEANG","EUR","8.12","18.27","20.31","32.49","24.99","9.13","22.82","25.1","38.79","34.99",,
"4248","RUCHENILLELILM110","Rug - Cotton Chenille Stripe - Lilac Multi - 110 x 170 (RU1157E)","Rugs","THREEANG","GBP","13.34","30.01","33.35","53.35","34.99","14.94","37.35","41.08","63.49","44.99",,
"4249","RUCHENILLELILM45","Rug - Cotton Chenille Stripe - Lilac Multi - 45 x 70 cm (RU1157A)","Rugs","THREEANG","GBP","2.28","5.13","5.7","9.13","5.99","2.56","6.39","7.03","10.86","7.99",,
"4250","RUCHENILLELILM60","Rug - Cotton Chenille Stripe - Lilac Multi - 60 x 100 cm (RU1157B)","Rugs","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4251","RUCHENILLELILM66","Rug - Cotton Chenille Stripe - Lilac Multi - 66 x 200 c (RU1157C)","Rugs","THREEANG","GBP","8.07","18.16","20.18","32.29","24.99","9.04","22.6","24.86","38.43","34.99",,
"4252","RUCHENILLELILM90","Rug - Cotton Chenille Stripe - Lilac Multi - 90 x 150 c (RU1157D)","Rugs","THREEANG","GBP","9.65","21.72","24.13","38.61","24.99","10.81","27.03","29.73","45.95","34.99",,
"4253","RUCHENILLEREDM110","Rug - Cotton Chenille Stripe - Red Multi - 110 x 170 cm (RU1156E)","Rugs","THREEANG","GBP","15.03","33.83","37.59","60.14","34.99","16.84","42.1","46.31","71.56","44.99",,
"4254","RUCHENILLEREDM45","Rug - Cotton Chenille Stripe - Red Multi - 45 x 70 cm (RU1156A)","Rugs","THREEANG","GBP","0","0","0","0","5.99","0","0","0","0","7.99",,
"4255","RUCHENILLEREDM60","Rug - Cotton Chenille Stripe - Red Multi - 60 x 100 cm (RU1156B)","Rugs","THREEANG","GBP","4.8","10.79","11.99","19.19","11.99","5.37","13.43","14.77","22.83","14.99",,
"4256","RUCHENILLEREDM66","Rug - Cotton Chenille Stripe - Red Multi - 66 x 200 (RU1156C)","Rugs","THREEANG","GBP","10.53","23.69","26.33","42.12","24.99","11.79","29.48","32.43","50.12","34.99",,
"4257","RUCHENILLEREDM90","Rug - Cotton Chenille Stripe - Red Multi - 90 x 150 cm (RU1156D)","Rugs","THREEANG","GBP","10.88","24.48","27.2","43.52","24.99","12.19","30.47","33.51","51.79","34.99",,
"4258","RUCHINDIMUL180","Rug - Cotton Chindi - Multi - 120 x 180 cm (RU1155E)","Rugs","THREEANG","GBP","9.24","20.8","23.11","36.97","17.99","10.35","25.88","28.47","44","24.99",,
"4259","RUCHINDIMUL240","Rug - Cotton Chindi - Multi - 150 x 240 cm (RU1155F)","Rugs","THREEANG","GBP","11.7","26.33","29.25","46.8","32.99","13.1","32.76","36.04","55.69","44.99",,
"4260","RUCHINDIMUL90","Rug - Cotton Chindi - Multi - 60 x 90 cm (RU1155A)","Rugs","THREEANG","GBP","2.63","5.92","6.58","10.53","5.99","2.95","7.37","8.11","12.53","7.99",,
"4261","RUCHINDIMUL200","Rug - Cotton Chindi - Multi - 66 x 200 cm (RU1155B)","Rugs","THREEANG","GBP","5.62","12.64","14.04","22.46","14.99","6.29","15.72","17.3","26.73","19.99",,
"4262","RUCHINDIMUL120","Rug - Cotton Chindi - Multi - 70 x 120 cm (RU1155D)","Rugs","THREEANG","GBP","2.93","6.58","7.31","11.7","8.99","3.28","8.19","9.01","13.92","11.99",,
"4263","RUCHINDIMUL150","Rug - Cotton Chindi - Multi - 90 x 150 cm (RU1155C)","Rugs","THREEANG","GBP","4.68","10.53","11.7","18.72","14.99","5.24","13.1","14.41","22.28","19.99",,
"4264","RUKILIMMULTI60","Rug - Cotton Kilim Printed - Multi - 60 x 90cm (RU1194B)","Rugs","THREEANG","GBP","4.15","9.35","10.38","16.61","9.99","4.65","11.63","12.79","19.77","12.99",,
"4265","RUKILIMMULTI66","Rug - Cotton Kilim Printed - Multi - 66 x 200cm (RU1194C)","Rugs","THREEANG","GBP","9.07","20.4","22.67","36.27","19.99","10.16","25.39","27.93","43.16","29.99",,
"4266","RUKILIMMULTI70","Rug - Cotton Kilim Printed - Multi - 70 x 120 cm (RU1194D)","Rugs","THREEANG","GBP","5.73","12.9","14.33","22.93","12.99","6.42","16.05","17.66","27.29","17.99",,
"4267","COTSTRPSELAQA120180","Rug - Cotton Stripe Selam - Aqua - 120 x 180 cm (RU1226D)","Rugs","THREEANG","GBP","13.4","30.14","33.49","53.59","27.99","15","37.51","41.26","63.77","39.99",,
"4268","COTSTRPSELAQA150240","Rug - Cotton Stripe Selam - Aqua - 150 x 240 cm (RU1226E)","Rugs","THREEANG","GBP","21.53","48.44","53.82","86.11","39.99","24.11","60.28","66.31","102.47","64.99",,
"4269","COTSTRPSELAQA60100","Rug - Cotton Stripe Selam - Aqua - 60 x 100 cm (RU1226A)","Rugs","THREEANG","GBP","13.4","30.14","33.49","53.59","9.99","15","37.51","41.26","63.77","12.99",,
"4270","COTSTRPSELAQA66200","Rug - Cotton Stripe Selam - Aqua - 66 x 200 cm (RU1226BA)","Rugs","THREEANG","GBP","8.42","18.95","21.06","33.7","19.99","9.43","23.59","25.95","40.1","24.99",,
"4271","COTSTRPSELAQA90150","Rugs","Rugs",,"GBP","0","0","0","0","19.99","0","0","0","0","24.99",,
"4272","COTSTRPSELBLU120180","Rug - Cotton Stripe Selam - Black - 120 x 180 cm (RU1227D)","Rugs","THREEANG","GBP","13.4","30.14","33.49","53.59","27.99","15","37.51","41.26","63.77","39.99",,
"4273","COTSTRPSELBLU150240","Rug - Cotton Stripe Selam - Black - 150 x 240 cm (RU1227E)","Rugs","THREEANG","GBP","21.53","48.44","53.82","86.11","39.99","24.11","60.28","66.31","102.47","64.99",,
"4274","COTSTRPSELBLU60100","Rug - Cotton Stripe Selam - Black - 60 x 100 cm (RU1227A)","Rugs","THREEANG","GBP","4.21","9.48","10.53","16.85","9.99","4.72","11.79","12.97","20.05","12.99",,
"4275","COTSTRPSELBLU66200","Rug - Cotton Stripe Selam - Black - 66 x 200 cm (RU1227B)","Rugs","THREEANG","GBP","8.42","18.95","21.06","33.7","19.99","9.43","23.59","25.95","40.1","24.99",,
"4276","COTSTRPSELBLU90150","Rug - Cotton Stripe Selam - Black - 90 x 150 cm (RU1227C)","Rugs","THREEANG","GBP","8.66","19.48","21.65","34.63","19.99","9.7","24.24","26.67","41.21","24.99",,
"4277","RUDAL90BLK","Rug - Dallas - Black - 3x5 (RU1118A)","Rugs","THREEANG","GBP","12.87","28.96","32.18","51.48","29.99","14.41","36.04","39.64","61.26","39.99",,
"4278","RUDAL120BLK","Rug - Dallas - Black - 4x6 (RU1118B)","Rugs","THREEANG","GBP","20.94","47.12","52.36","83.77","44.99","23.46","58.64","64.5","99.69","64.99",,
"4279","RUDAL150BLK","Rug - Dallas - Black - 5x8 (RU1118C)","Rugs","THREEANG","GBP","35.1","78.98","87.75","140.4","79.99","39.31","98.28","108.11","167.08","109.99",,
"4280","RUGDALBLAROU","Rug - Dallas - Black- 150cm Round (RU1118D)","Rugs","THREEANG","GBP","20.3","45.67","50.75","81.2","49.99","22.74","56.84","62.52","96.63","69.99",,
"4281","RUGDALBROROU","Rug - Dallas - Brown - 150cm Round (RU1119D)","Rugs","THREEANG","GBP","20.3","45.67","50.75","81.2","49.99","22.74","56.84","62.52","96.63","69.99",,
"4282","RUDAL90BRN","Rug - Dallas - Brown - 3x5 (RU1119A)","Rugs","THREEANG","GBP","10.76","24.22","26.91","43.06","29.99","12.06","30.14","33.15","51.24","39.99",,
"4283","RUDAL120BRN","Rug - Dallas - Brown - 4x6 (RU1119B)","Rugs","THREEANG","GBP","17.49","39.36","43.73","69.97","44.99","19.59","48.98","53.87","83.26","64.99",,
"4284","RUDAL150BRN","Rug - Dallas - Brown - 5x8 (RU1119C)","Rugs","THREEANG","GBP","35.1","78.98","87.75","140.4","79.99","39.31","98.28","108.11","167.08","109.99",,
"4285","RUGDALCHOROU","Rug - Dallas - Chocolate - 150cm Round (RU1120D)","Rugs","THREEANG","GBP","19.01","42.78","47.53","76.05","49.99","21.29","53.24","58.56","90.5","69.99",,
"4286","RUDAL90CHOC","Rug - Dallas - Chocolate - 3x5 (RU1120A)","Rugs","THREEANG","GBP","12.87","28.96","32.18","51.48","34.99","14.41","36.04","39.64","61.26","49.99",,
"4287","RUDAL120CHOC","Rug - Dallas - Chocolate - 4x6 (RU1120B)","Rugs","THREEANG","GBP","20.94","47.12","52.36","83.77","49.99","23.46","58.64","64.5","99.69","70.99",,
"4288","RUDAL150CHOC","Rug - Dallas - Chocolate - 5x8 (RU1120C)","Rugs","THREEANG","GBP","35.1","78.98","87.75","140.4","89.99","39.31","98.28","108.11","167.08","125.99",,
"4289","RUGDALREDROU","Rug - Dallas - Red - 150cm Round (RU1121D)","Rugs","THREEANG","GBP","0","0","0","0","49.99","0","0","0","0","69.99",,
"4290","RUDAL120RED","Rug - Dallas - Red - 4x6 (RU1121B)","Rugs","THREEANG","GBP","18.72","42.12","46.8","74.88","44.99","20.97","52.42","57.66","89.11","64.99",,
"4291","RUDAL150RED","Rug - Dallas - Red - 5x8 (RU1121C)","Rugs","THREEANG","GBP","35.1","78.98","87.75","140.4","79.99","39.31","98.28","108.11","167.08","109.99",,
"4292","RUDAL90RED","Rug - Dallas - Red -3x5 (RU1121A)","Rugs","THREEANG","GBP","12.87","28.96","32.18","51.48","29.99","14.41","36.04","39.64","61.26","39.99",,
"4293","RUGDENBLK120","Rug - Denver - Black- 120 x 180 (RU1122B)","Rugs","THREEANG","GBP","14.16","31.85","35.39","56.63","29.99","15.86","39.64","43.6","67.39","44.99",,
"4294","RUGDENBLK150","Rug - Denver - Black- 150 x 240 (RU1122C)","Rugs","THREEANG","GBP","22.82","51.33","57.04","91.26","49.99","25.55","63.88","70.27","108.6","69.99",,
"4295","RUGDENBLK90","Rug - Denver - Black- 90 x 150 (RU1122A)","Rugs","THREEANG","GBP","8.54","19.22","21.35","34.16","19.99","9.57","23.91","26.31","40.66","24.99",,
"4296","RUGDENBLA66200","Rug - Denver - Black- Runner - 66 x 200 (RU1122D)","Rugs","THREEANG","GBP","8.37","18.82","20.91","33.46","19.99","9.37","23.42","25.77","39.82","24.99",,
"4297","RUGDENBRO120","Rug - Denver - Brown - 120 x 180 (RU1123B)","Rugs","THREEANG","GBP","12.52","28.17","31.3","50.08","29.99","14.02","35.05","38.56","59.59","44.99",,
"4298","RUGDENBRO150","Rug - Denver - Brown - 150 x 240 (RU1123C)","Rugs","THREEANG","GBP","22.82","51.33","57.04","91.26","49.99","25.55","63.88","70.27","108.6","69.99",,
"4299","RUGDENBRO90","Rug - Denver - Brown - 90 x 150 (RU1123A)","Rugs","THREEANG","GBP","7.96","17.9","19.89","31.82","19.99","8.91","22.28","24.5","37.87","24.99",,
"4300","RUGDENBRO66200","Rug - Denver - Brown - Runner - 66 x 200 (RU1123D)","Rugs","THREEANG","GBP","8.37","18.82","20.91","33.46","19.99","9.37","23.42","25.77","39.82","24.99",,
"4301","RUGINGLIBEI110","Rug - Gingham Check - Beige - 110 x 170cm (RU1166D)","Rugs","THREEANG","GBP","10.24","23.03","25.59","40.95","24.99","11.47","28.67","31.53","48.73","34.99",,
"4302","RUGINGLIBEI60","Rug - Gingham Check - Beige - 60 x 90cm (RU1166A)","Rugs","THREEANG","GBP","8.78","19.74","21.94","35.1","8.99","9.83","24.57","27.03","41.77","12.99",,
"4303","RUGINGLIBEI66","Rug - Gingham Check - Beige - 66 x 200cm (RU1166C)","Rugs","THREEANG","GBP","8.42","18.95","21.06","33.7","19.99","9.43","23.59","25.95","40.1","24.99",,
"4304","RUGINGLIBEI70","Rug - Gingham Check - Beige - 70 x 120cm (RU1166B)","Rugs","THREEANG","GBP","5.56","12.5","13.89","22.23","12.99","6.22","15.56","17.12","26.45","17.99",,
"4305","RUGINGLIBLU110","Rug - Gingham Check - Blue - 110 x 170cm (RU1171D)","Rugs","THREEANG","GBP","8.78","19.74","21.94","35.1","24.99","9.83","24.57","27.03","41.77","34.99",,
"4306","RUGINGLIBLU60","Rug - Gingham Check - Blue - 60 x 90cm (RU1171A)","Rugs","THREEANG","GBP","0","0","0","0","8.99","0","0","0","0","12.99",,
"4307","RUGINGLIBLU66","Rug - Gingham Check - Blue - 66 x 200cm (RU1171C)","Rugs","THREEANG","GBP","8.42","18.95","21.06","33.7","19.99","9.43","23.59","25.95","40.1","24.99",,
"4308","RUGINGLIBLU70","Rug - Gingham Check - Blue - 70 x 120cm (RU1171B)","Rugs","THREEANG","GBP","5.56","12.5","13.89","22.23","12.99","6.22","15.56","17.12","26.45","17.99",,
"4309","RUGINGLIM110","Rug - Gingham Check - Lime Green - 110 x 170cm (RU1168D)","Rugs","THREEANG","GBP","0","0","0","0","24.99","0","0","0","0","34.99",,
"4310","RUGINGLIM60","Rug - Gingham Check - Lime Green - 60 x 90cm (RU1168A)","Rugs","THREEANG","GBP","0","0","0","0","8.99","0","0","0","0","12.99",,
"4311","RUGINGLIM66","Rug - Gingham Check - Lime Green - 66 x 200cm (RU1168C)","Rugs","THREEANG","GBP","0","0","0","0","19.99","0","0","0","0","24.99",,
"4312","RUGINGLIM70","Rug - Gingham Check - Lime Green - 70 x 120cm (RU1168B)","Rugs","THREEANG","GBP","0","0","0","0","12.99","0","0","0","0","17.99",,
"4313","RUGINGORA110","Rug - Gingham Check - Orange - 110 x 170cm (RU1170D)","Rugs","THREEANG","GBP","12.87","28.96","32.18","51.48","24.99","14.41","36.04","39.64","61.26","34.99",,
"4314","RUGINGORA60","Rug - Gingham Check - Orange - 60 x 90cm (RU1170A)","Rugs","THREEANG","GBP","0","0","0","0","8.99","0","0","0","0","12.99",,
"4315","RUGINGORA66","Rug - Gingham Check - Orange - 66 x 200cm (RU1170C)","Rugs","THREEANG","GBP","9.36","21.06","23.4","37.44","19.99","10.48","26.21","28.83","44.55","24.99",,
"4316","RUGINGORA70","Rug - Gingham Check - Orange - 70 x 120cm (RU1170B)","Rugs","THREEANG","GBP","4.33","9.74","10.82","17.32","12.99","4.85","12.12","13.33","20.61","17.99",,
"4317","RUGINGPIN110","Rug - Gingham Check - Pink - 110 x 170cm (RU1169D)","Rugs","THREEANG","GBP","10.24","23.03","25.59","40.95","24.99","11.47","28.67","31.53","48.73","34.99",,
"4318","RUGINGPIN60","Rug - Gingham Check - Pink - 60 x 90cm (RU1169A)","Rugs","THREEANG","GBP","3.22","7.24","8.04","12.87","8.99","3.6","9.01","9.91","15.32","12.99",,
"4319","RUGINGPIN66","Rug - Gingham Check - Pink - 66 x 200cm (RU1169C)","Rugs","THREEANG","GBP","0","0","0","0","19.99","0","0","0","0","24.99",,
"4320","RUGINGPIN70","Rug - Gingham Check - Pink - 70 x 120cm (RU1169B)","Rugs","THREEANG","GBP","5.56","12.5","13.89","22.23","12.99","6.22","15.56","17.12","26.45","17.99",,
"4321","RUGINGYEL110","Rug - Gingham Check - Yellow - 110 x 170cm (RU1167D)","Rugs","THREEANG","GBP","12.4","27.9","31.01","49.61","24.99","13.89","34.73","38.2","59.03","34.99",,
"4322","RUGINGYEL60","Rug - Gingham Check - Yellow - 60 x 90cm (RU1167A)","Rugs","THREEANG","GBP","0","0","0","0","8.99","0","0","0","0","12.99",,
"4323","RUGINGYEL66","Rug - Gingham Check - Yellow - 66 x 200cm (RU1167C)","Rugs","THREEANG","GBP","8.78","19.74","21.94","35.1","19.99","9.83","24.57","27.03","41.77","24.99",,
"4324","RUGINGYEL70","Rug - Gingham Check - Yellow - 70 x 120cm (RU1167B)","Rugs","THREEANG","GBP","5.56","12.5","13.89","22.23","12.99","6.22","15.56","17.12","26.45","17.99",,
"4325","HANDCHENMULTI60100","Rug - Handloom Chenille - Multi - 60 x 100 cm (RU1239A)","Rugs","THREEANG","GBP","6.2","13.95","15.5","24.8","14.99","6.95","17.36","19.1","29.52","19.99",,
"4326","HANDCHENMULTI66200","Rug - Handloom Chenille - Multi - 66 x 200 cm (RU1239B)","Rugs","THREEANG","GBP","10.06","22.64","25.16","40.25","24.99","11.27","28.17","30.99","47.9","34.99",,
"4327","HANDCHENMULTI90150","Rug - Handloom Chenille - Multi - 90 x 150 cm (RU1239C)","Rugs","THREEANG","GBP","10.76","24.22","26.91","43.06","24.99","12.06","30.14","33.15","51.24","34.99",,
"4328","JUTERUGBLK120180","Rug - Handloom Jute - Black - 120 x 180 cm (RU1220D)","Rugs","THREEANG","GBP","15.74","35.41","39.34","62.95","34.99","17.62","44.06","48.47","74.91","44.99",,
"4329","JUTERUGBLK150240","Rug - Handloom Jute - Black - 150 x 240 cm (RU1220E)","Rugs","THREEANG","GBP","25.27","56.86","63.18","101.09","54.99","28.3","70.76","77.84","120.29","74.99",,
"4330","JUTERUGBLK60100","Rug - Handloom Jute - Black - 60 x 100 cm (RU1220A)","Rugs","THREEANG","GBP","5.85","13.16","14.63","23.4","14.99","6.55","16.38","18.02","27.85","17.99",,
"4331","JUTERUGBLK66200","Modern Geometric Black Natural Jute Runner and Rugs Large Fair Trade Kilim Rug","Default",,"GBP","0","0","0","0","19.99","0","0","0","0","29.99",,
"4332","JUTERUGBLK90150","Rug - Handloom Jute - Black - 90 x 150 cm (RU1220C)","Rugs","THREEANG","GBP","10.06","22.64","25.16","40.25","19.99","11.27","28.17","30.99","47.9","29.99",,
"4333","JUTERUGMULTI120180","Rug - Handloom Jute - Multi - 120 x 180 cm (RU1221D)","Rugs","THREEANG","GBP","15.09","33.96","37.73","60.37","34.99","16.9","42.26","46.49","71.84","44.99",,
"4334","JUTERUGMULTI150240","Rug - Handloom Jute - Multi - 150 x 240 cm (RU1221E)","Rugs","THREEANG","GBP","25.27","56.86","63.18","101.09","54.99","28.3","70.76","77.84","120.29","74.99",,
"4335","JUTERUGMULTI60100","Rug - Handloom Jute - Multi - 60 x 100 cm (RU1221A)","Rugs","THREEANG","GBP","5.85","13.16","14.63","23.4","14.99","6.55","16.38","18.02","27.85","17.99",,
"4336","JUTERUGMULTI66200","Handmade Indian Kilim Jute Rug Hand Woven Mat Recycled Large Small Multi Striped","Default",,"GBP","0","0","0","0","19.99","0","0","0","0","29.99",,
"4337","JUTERUGMULTI90150","Rug - Handloom Jute - Multi - 90 x 150 cm (RU1221C)","Rugs","THREEANG","GBP","10.41","23.43","26.03","41.65","19.99","11.66","29.16","32.07","49.57","29.99",,
"4338","JUTERUGREDBLU120180","Rug - Handloom Jute - Red & Blue - 120 x 180 cm (RU1222D)","Rugs","THREEANG","GBP","16.85","37.91","42.12","67.39","34.99","18.87","47.17","51.89","80.2","44.99",,
"4339","JUTERUGREDBLU150240","Rug - Handloom Jute - Red & Blue - 150 x 240 cm (RU1222E)","Rugs","THREEANG","GBP","25.45","57.26","63.62","101.79","54.99","28.5","71.25","78.38","121.13","74.99",,
"4340","JUTERUGREDBLU60100","Rug - Handloom Jute - Red & Blue - 60 x 100 cm (RU1222A)","Rugs","THREEANG","GBP","6.26","14.08","15.65","25.04","14.99","7.01","17.53","19.28","29.8","17.99",,
"4341","JUTERUGREDBLU66200","Rug - Handloom Jute - Red & Blue - 66 x 200 cm (RU1222B)","Rugs","THREEANG","GBP","9.77","21.98","24.42","39.08","19.99","10.94","27.35","30.09","46.5","29.99",,
"4342","JUTERUGREDBLU90150","Rug - Handloom Jute - Red & Blue - 90 x 150 cm (RU1222C)","Rugs","THREEANG","GBP","10.53","23.69","26.33","42.12","19.99","11.79","29.48","32.43","50.12","29.99",,
"4343","GLITTQ3X5","Rug - Leather Glitter - Gold / Turquoise  - 3 x 5ft (RU1146A)","Rugs","THREEANG","GBP","9.59","21.59","23.99","38.38","19.99","10.75","26.86","29.55","45.67","29.99",,
"4344","GLITTQ4X6","Rug - Leather Glitter - Gold / Turquoise  - 4 x 6ft (RU1146C)","Rugs","THREEANG","GBP","15.39","34.62","38.46","61.54",,"17.23","43.08","47.39","73.23",,,
"4345","GLITTQ66X200","Rug - Leather Glitter - Gold/Turquoise - 66 x 200cm - Runner (RU1146B)","Rugs","THREEANG","GBP","9.36","21.06","23.4","37.44","19.99","10.48","26.21","28.83","44.55","29.99",,
