id,item_number,item_title,barcode_number,category_name,supp_name,supp_id,heights,widths,depths,weights
4723,JACCURPPLATT-9054,Velvet Jacquard Curtain Pair - Pencil Pleat - Latte - 90x54 (SF1421G),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3000
4724,JACCURPPLATT-9072,Velvet Jacquard Curtain Pair - Pencil Pleat - Latte - 90x72 (SF1421H),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3750
4725,JACCURPPLATT-9090,Velvet Jacquard Curtain Pair - Pencil Pleat - Latte - 90x90 (SF1421I),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,5000
4726,JACCURPPWIN-4554,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 45x54 (SF1420A),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,1666
4727,JACCURPPWIN-4572,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 45x72 (SF1420B),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,2143
4728,JACCURPPWIN-4590,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 45x90 (SF1420C),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,2500
4729,JACCURPPWIN-6554,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 65x54 (SF1420D),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,2500
4730,JACCURPPWIN-6572,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 65x72 (SF1420E),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3000
4731,JACCURPPWIN-6590,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 65x90 (SF1420F),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3750
4732,JACCURPPWIN-9054,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 90x54 (SF1420G),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3000
4733,JACCURPPWIN-9072,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 90x72 (SF1420H),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,3750
4734,JACCURPPWIN-9090,Velvet Jacquard Curtain Pair - Pencil Pleat - Wine - 90x90 (SF1420I),5.05597E+12,Curtains,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,0,0,0,5000
4735,JACCUSGRY18,Velvet Jacquard Cushion Cover - Grey - 18 x 18 (SF1428),5.05597E+12,Cushion - Decorative,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,1,23,23,300
4736,JACCUSLATT18,Velvet Jacquard Cushion Cover - Latte - 18 x 18 (SF1426),5.05597E+12,Cushion - Decorative,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,1,23,23,300
4737,JACCUSUNJACK18,Cushion Cover  - Union Jack - 18 x 18 (SF1373B),5.05597E+12,Default,,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,6,24,47,1500
4738,JACCUSUNJACK20,Cushion Cover  - Union Jack - 12 x 20 (SF1373A),5.05597E+12,Cushion - Decorative,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,5,32,50,1250
4739,JACCUSUSA18,Cushion - USA Flag - 18 x 18 (SF1374B),5.05597E+12,Cushion - Decorative/Discontinued,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,6,24,47,1500
4740,JACCUSUSA20,Cushion - USA Flag - 12 x 20 (SF1374A),5.05597E+12,Cushion - Decorative/Discontinued,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,5,32,50,1250
4741,JACCUSWIN18,Velvet Jacquard Cushion Cover - Wine - 18 x 18 (SF1427),5.05597E+12,Cushion - Decorative,HOMEX,e1278212-31a7-46d2-a50c-ca7c167777c2,1,23,23,300
4742,JACRUGGRY60100,Rug - Cotton Jacquard - Grey - 60 x 100 cm (RU1225A),5.05597E+12,Rugs/Discontinued,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,3000
4743,JACRUGGRY66200,Rug - Cotton Jacquard - Grey - 66 x 200 cm (RU1225B),5.05597E+12,Rugs/Discontinued,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,3000
4744,JACRUGGRY90150,Rug - Cotton Jacquard - Grey - 90 x 150 cm (RU1225C),5.05597E+12,Rugs/Discontinued,THREEANG,a5e92fbe-39a4-4d5d-839a-20e8502dc4ef,0,0,0,3000
4745,KMANFCNOI-28,Kylie Minogue - Antonia - Noir - Filled Cushion - 28 x 28 cm (BS1252),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1000
4746,KMANFCSLA-28,Kylie Minogue - Antonia - Slate - Filled Cushion - 28 x 28 cm (BS1253),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1000
4747,KMARYCUS-OYS,Kylie Monogue - Anya - Oyster - Filled Cusion (BS1304),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,850
4748,KMATMCUS-3050,Kylie Monogue - Atmosphere - Filled Cushion - 30 x 50cm (BS1305),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4749,KMATMHW-STD,Kylie Monogue - Atmosphere - Housewife Pillowcase (BS1308),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4750,KMATMPIL-65,Kylie Monogue - Atmosphere - Square Pillowcase - 65 x 65cm (BS1306),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,350
4751,KMATMQC-D,Kylie Monogue - Atmosphere - Quilt Cover - Double (BS1307b),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1900
4752,KMATMQC-K,Kylie Monogue - Atmosphere - Quilt Cover - King (BS1307c),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2200
4753,KMATMQC-S,Kylie Monogue - Atmosphere - Quilt Cover - Single (BS1307a),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,980
4754,KMATMQC-SK,Kylie Monogue - Atmosphere - Quilt Cover - Super King (BS1307d),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2300
4755,KMAUFCCRY-1832,Kylie Minogue - Aurora - Crystal - Filled Cushion - 18 x 32 cm (BS1254),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,610
4756,KMAUFCMAU-1832,Kylie Minogue - Aurora - Mauve - Filled Cushion - 18 x 32 cm (BS1255),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,610
4757,KMAURPEFC-1832,Kylie Minogue - Aurora - Pewter - Filled Cushion - 18 x 32 cm (BS1225),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,281
4758,KMBELCUS-PEA,Kylie Monogue - Belina - Pearl - Filled Cusion (BS1309),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2090
4759,KMCELFC-3050,Kylie Minogue - Celeste - Shell - Filled Cushion - 30 x 50 cm (BS1208),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4760,KMCELPC-65,Kylie Minogue - Celeste - Shell - Pillowcase - 65 x 65 cm (BS1206),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4761,KMCELPC-STD,Kylie Minogue - Celeste - Shell - Pillowcase - Standard (BS1207),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4762,KMCELQC-D,Kylie Minogue - Celeste - Shell - Quilt Cover - Double (BS1205B),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1510
4763,KMCELQC-K,Kylie Minogue - Celeste - Shell - Quilt Cover - King (BS1205C),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1780
4764,KMCELQC-S,Kylie Minogue - Celeste - Shell - Quilt Cover - Single (BS1205A),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1060
4765,KMCELQC-SK,Kylie Minogue - Celeste - Shell - Quilt Cover - Super King (BS1205D),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1930
4766,KMCELTH-130220,Kylie Minogue - Celeste - Shell - Throw - 130 x 220 cm (BS1209),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2000
4767,KMCLUCBFC-50,Kylie Minogue - Cluster - Copper Black - Filled Cushion - 50 x 50 cm (BS1226),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,780
4768,KMDARCUS-3050,Kylie Monogue - Darcey - Filled Cushion - 30 x 50cm (BS1311),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,470
4769,KMDARCUS-40,Kylie Monogue - Darcey - Filled Cushion - 40 x 40cm (BS1312),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,420
4770,KMDARHW-STD,Kylie Monogue - Darcey - Housewife Pillowcase (BS1315),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,240
4771,KMDARPIL-65,Kylie Monogue - Darcey - Square Pillowcase - 65 x 65cm (BS1313),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,260
4772,KMDARQC-D,Kylie Monogue - Darcey - Quilt Cover - Double (BS1314b),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1490
4773,KMDARQC-K,Kylie Monogue - Darcey - Quilt Cover - King (BS1314c),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1730
4774,KMDARQC-S,Kylie Monogue - Darcey - Quilt Cover - Single (BS1314a),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1110
4775,KMDARQC-SK,Kylie Monogue - Darcey - Quilt Cover - Super King (BS1314d),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1990
4776,KMDARTHR-130220,Kylie Monogue - Darcey - Throw - 130 x 220cm (BS1310),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4777,KMELECUS-45,Kylie Minogue - Eleanora - Filled Cushion - 45 x 45 cm (BS1109),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,16,50,50,500
4778,KMELEPC-65,Kylie Minogue - Eleanora - Pillowcase - 65 x 65 cm (BS1107),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,200
4779,KMELEPC-STD,Kylie Minogue - Eleanora - Pillowcase - Standard (BS1108),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,200
4780,KMELEQC-D,Kylie Minogue - Eleanora - Quilt Cover - Double (BS1106B),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,1400
4781,KMELEQC-K,Kylie Minogue - Eleanora - Quilt Cover - King (BS1106C),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,1600
4782,KMELEQC-S,Kylie Minogue - Eleanora - Quilt Cover - Single (BS1106A),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,1000
4783,KMELEQC-SK,Kylie Minogue - Eleanora - Quilt Cover - Super King (BS1106D),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,1800
4784,KMELERUNNER,Kylie Minogue - Eleanora - Runner - 45 x 225 cm (BS1110),5.02125E+12,Bed Linen - Local/Discontinued,DISCONTINUED,23a3a01e-5a44-407d-a798-6da14ed2cd5e,0,0,0,1000
4785,KMESCURSIL-6654,"Kylie Minogue - Esta - Silver - Curtain Pair - Eyelet - 168 x 137 cm (66 x 54"") (BS1289A)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,13,29,38,2350
4786,KMESCURSIL-6672,"Kylie Minogue - Esta - Silver - Curtain Pair - Eyelet - 168 x 183 cm (66 x 72"") (BS1289B)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,17,29,38,3150
4787,KMESCURSIL-6690,"Kylie Minogue - Esta - Silver - Curtain Pair - Eyelet - 168 x 229 cm (66 x 90"") (BS1289C)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,20,29,38,3150
4788,KMESCURSIL-9072,"Kylie Minogue - Esta - Silver - Curtain Pair - Eyelet - 229 x 183 cm (90 x 72"") (BS1289D)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,23,29,38,4350
4789,KMESCURSIL-9090,"Kylie Minogue - Esta - Silver - Curtain Pair - Eyelet - 229 x 229 cm (90 x 90"") (BS1289E)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,25,29,38,4190
4790,KMESFCSIL-50,Kylie Minogue - Esta - Silver - Filled Cushion - 50 x 50 cm (BS1295),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,680
4791,KMESFCTRU-50,Kylie Minogue - Esta - Truffle - Filled Cushion - 50 x 50 cm (BS1241),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,680
4792,KMESPCSIL-65,"Kylie Minogue - Esta - Silver - Square Pillowcase - 65 x 65"" (BS1293)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4793,KMESPCTRU-STD,Kylie Minogue - Esta - Truffle - Pillowcase - Standard (BS1240),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4794,KMESQCSIL-D,Kylie Minogue - Esta - Silver - Quilt Cover - Double (BS1292B),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1460
4795,KMESQCSIL-K,Kylie Minogue - Esta - Silver - Quilt Cover - King (BS1292C),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1720
4796,KMESQCSIL-S,Kylie Minogue - Esta - Silver - Quilt Cover - Single (BS1292A),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1060
4797,KMESQCSIL-SK,Kylie Minogue - Esta - Silver - Quilt Cover - Super King (BS1292D),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1910
4798,KMESQCTRU-D,Kylie Minogue - Esta - Truffle - Quilt Cover - Double (BS1238B),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1460
4799,KMESQCTRU-K,Kylie Minogue - Esta - Truffle - Quilt Cover - King (BS1238C),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1720
4800,KMESQCTRU-S,Kylie Minogue - Esta - Truffle - Quilt Cover - Single (BS1238A),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1060
4801,KMESQCTRU-SK,Kylie Minogue - Esta - Truffle - Quilt Cover - Super King (BS1238D),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1910
4802,KMESSPSIL-STD,Kylie Minogue - Esta - Silver - Pillowcase - Standard (BS1294),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4803,KMESSPTRU-65,"Kylie Minogue - Esta - Truffle - Square Pillowcase - 65 x 65"" (BS1239)",5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,400
4804,KMESTHSIL-100220,Kylie Minogue - Esta - Silver - Throw - 100 x 220 cm (BS1237),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2030
4805,KMESTHTRU-100220,Kylie Minogue - Esta - Truffle - Throw - 100 x 220 cm (BS1242),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2030
4806,KMEVAFCMAU-55,Kylie Minogue - Eva - Mauve - Filled Cushion - 55 x 55 cm (BS1213),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4807,KMEVAFCOYS-55,Kylie Minogue - Eva - Oyster - Filled Cushion - 55 x 55 cm (BS1218),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4808,KMEVAPCMAU-65,Kylie Minogue - Eva - Mauve - Pillowcase - 65 x 65 cm (BS1211),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4809,KMEVAPCMAU-STD,Kylie Minogue - Eva - Mauve - Pillowcase - Standard (BS1212),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4810,KMEVAPCOYS-65,Kylie Minogue - Eva - Oyster - Pillowcase - 65 x 65 cm (BS1216),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4811,KMEVAPCOYS-STD,Kylie Minogue - Eva - Oyster - Pillowcase - Standard (BS1217),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,500
4812,KMEVAQCMAU-D,Kylie Minogue - Eva - Mauve - Quilt Cover - Double (BS1210B),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1510
4813,KMEVAQCMAU-K,Kylie Minogue - Eva - Mauve - Quilt Cover - King (BS1210C),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1780
4814,KMEVAQCMAU-S,Kylie Minogue - Eva - Mauve - Quilt Cover - Single (BS1210A),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1060
4815,KMEVAQCMAU-SK,Kylie Minogue - Eva - Mauve - Quilt Cover - Super King (BS1210D),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1930
4816,KMEVAQCOYS-D,Kylie Minogue - Eva - Oyster - Quilt Cover - Double (BS1215B),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1510
4817,KMEVAQCOYS-K,Kylie Minogue - Eva - Oyster - Quilt Cover - King (BS1215C),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1780
4818,KMEVAQCOYS-S,Kylie Minogue - Eva - Oyster - Quilt Cover - Single (BS1215A),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1060
4819,KMEVAQCOYS-SK,Kylie Minogue - Eva - Oyster - Quilt Cover - Super King (BS1215D),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1930
4820,KMEVATHMAU-100220,Kylie Minogue - Eva - Mauve - Throw - 100 x 220 (BS1214),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2000
4821,KMEVATHOYS-100220,Kylie Minogue - Eva - Oyster - Throw - 100 x 220 (BS1219),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2000
4822,KMFOFCPRA-3050,Kylie Minogue - Fortuna - Praline - Filled Cushion - 30 x 50 cm (BS1256),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,410
4823,KMGLITCUS-3050,Kylie Monogue - Glitter Fade - Filled Cushion - 30 x 50cm (BS1316),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,460
4824,KMGLITCUS-40,Kylie Monogue - Glitter Fade - Filled Cushion - 40 x 40cm (BS1317),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,450
4825,KMGLITHW-STD,Kylie Monogue - Glitter Fade - Housewife Pillowcase (BS1321),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,220
4826,KMGLITPIL-65,Kylie Monogue - Glitter Fade - Square Pillowcase - 65 x 65cm (BS1318),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,230
4827,KMGLITQC-D,Kylie Monogue - Glitter Fade - Quilt Cover - Double (BS1320b),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1250
4828,KMGLITQC-K,Kylie Monogue - Glitter Fade - Quilt Cover - King (BS1320c),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1520
4829,KMGLITQC-S,Kylie Monogue - Glitter Fade - Quilt Cover - Single (BS1320a),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,900
4830,KMGLITQC-SK,Kylie Monogue - Glitter Fade - Quilt Cover - Super King (BS1320d),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1670
4831,KMGLITTHR-80225,Kylie Monogue - Glitter Fade - Runner - 80 x 225cm (BS1319),5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,460
4832,KMHELCUS-55,Kylie Monogue - Helene - Filled Cushion - 55 x 55cm (BS1323),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,730
4833,KMHELHW-STD,Kylie Monogue - Helene - Housewife Pillowcase (BS1326),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,200
4834,KMHELPIL-65,Kylie Monogue - Helene - Square Pillowcase - 65 x 65cm (BS1324),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,230
4835,KMHELQC-D,Kylie Monogue - Helene - Quilt Cover - Double (BS1325b),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1200
4836,KMHELQC-K,Kylie Monogue - Helene - Quilt Cover - King (BS1325c),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,1550
4837,KMHELQC-S,Kylie Monogue - Helene - Quilt Cover - Single (BS1325a),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,980
4838,KMHELQC-SK,Kylie Monogue - Helene - Quilt Cover - Super King (BS1325d),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2250
4839,KMHELTHR-100220,Kylie Monogue - Helene - Throw - 100 x 220cm  (BS1322),5.02125E+12,Bed Linen - Local/Discontinued,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,950
4840,KMILCURPRA-6654,"Kylie Minogue - Iliana - Praline - Curtain Pair - Eyelet - 168 x 137 cm (66 x 54"") (BS1290A)",5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,2660
4841,KMILCURPRA-6672,"Kylie Minogue - Iliana - Praline - Curtain Pair - Eyelet - 168 x 183 cm (66 x 72"") (BS1290B)",5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,3270
4842,KMILCURPRA-6690,"Kylie Minogue - Iliana - Praline - Curtain Pair - Eyelet - 168 x 229 cm (66 x 90"") (BS1290C)",5.02125E+12,Designer Bed Linen,ASHLEYW,26581ba6-2017-44c7-a9a2-bfcbb934aab9,0,0,0,4300
