id,item_number,item_title,barcode_number,category_name,supp_name,supp_id,heights,widths,depths,weights
120,200DEEPFITRED-D,200TC - Deep Fitted Sheet - Red - Double - Plain (BL1116B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
121,200DEEPFITRED-K,200TC - Deep Fitted Sheet - Red - King - Plain (BL1116C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
122,200DEEPFITRED-S,200TC - Deep Fitted Sheet - Red -  Single - Plain (BL1116A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
123,200DEEPFITRED-SK,200TC - Deep Fitted Sheet - Red - Super King  - Plain (BL1116D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
124,200DEEPFITSGRY-D,200TC - Deep Fitted Sheet - Silver Grey - Double - Plain (BL1295B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
125,200DEEPFITSGRY-K,200TC - Deep Fitted Sheet - Silver Grey - King - Plain (BL1295C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
126,200DEEPFITSGRY-S,200TC - Deep Fitted Sheet - Silver Grey -  Single - Plain (BL1295A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
127,200DEEPFITSGRY-SK,200TC - Deep Fitted Sheet - Silver Grey - Super King - Plain (BL1295D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
128,200DEEPFITTEAL-D,200TC - Deep Fitted Sheet - Teal - Double - Plain (BL1117B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
129,200DEEPFITTEAL-K,200TC - Deep Fitted Sheet - Teal - King - Plain (BL1117C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
130,200DEEPFITTEAL-S,200TC - Deep Fitted Sheet - Teal -  Single - Plain (BL1117A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
131,200DEEPFITTEAL-SK,200TC - Deep Fitted Sheet - Teal - Super King - Plain (BL1117D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
132,200DEEPFITWHT-D,200TC - Deep Fitted Sheet - White - Double - Plain (BL1118B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,850
133,200DEEPFITWHT-K,200TC - Deep Fitted Sheet - White - King - Plain (BL1118C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,900
134,200DEEPFITWHT-S,200TC - Deep Fitted Sheet - White -  Single - Plain (BL1118A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,700
135,200DEEPFITWHT-SK,200TC - Deep Fitted Sheet - White - Super King - Plain (BL1118D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,1000
136,200DUCOVCREAMD,200TC - Duvet Cover Set - Cream - Double (BL1131B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1300
137,1000FITTEDDGRY100200,1000TC - Fitted Sheet - Dark Grey - EURO 100 x 200 cm (BL1310F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1000
138,1000FITTEDDGRY140200,1000TC - Fitted Sheet - Dark Grey - EURO 140 x 200 cm (BL1310G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
139,1000FITTEDDGRY160200,1000TC - Fitted Sheet - Dark Grey - EURO 160 x 200 cm (BL1310H),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1350
140,1000FITTEDDGRY-D,1000TC - Fitted Sheet - Dark Grey - Double - Plain (BL1310C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
141,1000FITTEDDGRY-K,1000TC - Fitted Sheet - Dark Grey - King - Plain (BL1310D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
142,1000FITTEDDGRY-S,1000TC - Fitted Sheet - Dark Grey -  Single - Plain (BL1310A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,800
143,1000FITTEDDGRY-SD,1000TC - Fitted Sheet - Dark Grey -  Small Double - Plain (BL1310B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1000
144,1000FITTEDDGRY-SK,1000TC - Fitted Sheet - Dark Grey - Super King - Plain (BL1310E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
145,1000FITTEDWHT100200,1000TC - Fitted Sheet - White - EURO 100 x 200 cm (BL1193F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1000
146,1000FITTEDWHT140200,1000TC - Fitted Sheet - White - EURO 140 x 200 cm (BL1193G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
147,1000FITTEDWHT160200,1000TC - Fitted Sheet - White - EURO 160 x 200 cm (BL1193H),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1350
148,1000FITWHTD,1000TC - Fitted Sheet - White - Double - Plain (BL1193B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1100
149,1000FITWHTK,1000TC - Fitted Sheet - White - King- Plain (BL1193C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
150,1000FITWHTS,1000TC - Fitted Sheet - White -  Single  - Plain (BL1193A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,800
151,1000FITWHTSD,1000TC - Fitted Sheet - White -  Small Double - Plain (BL1193E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1000
152,1000FITWHTSK,1000TC - Fitted Sheet - White - Super King - Plain (BL1193D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1400
153,1000FLATBEI-180290,1000TC - Flat Sheet (FR SIZE) - Moonlight Beige -  180 x 290 cm - Plain (BL1318E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
154,1000FLATBEI-240300,1000TC - Flat Sheet (FR SIZE) - Moonlight Beige - 240 x 300 cm - Plain (BL1318F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1450
155,1000FLATBEI-270300,1000TC - Flat Sheet (FR SIZE) - Moonlight Beige - 270 x 300 cm - Plain (BL1318G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1600
156,1000FLATBEI-D,1000TC - Flat Sheet - Moonlight Beige - Double - Plain (BL1318B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1450
157,1000FLATBEI-K,1000TC - Flat Sheet - Moonlight Beige - King - Plain (BL1318C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1600
158,1000FLATBEI-S,1000TC - Flat Sheet - Moonlight Beige -  Single - Plain (BL1318A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
159,1000FLATBEI-SK,1000TC - Flat Sheet - Moonlight Beige - Super King - Plain (BL1318D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1800
160,1000FLATCRE-180290,1000TC - Flat Sheet (FR SIZE) - Cream -  180 x 290 cm - Plain (BL1194E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
161,1000FLATCRE-240300,1000TC - Flat Sheet (FR SIZE) - Cream - 240 x 300 cm  - Plain (BL1194F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1450
162,1000FLATCRE-270300,1000TC - Flat Sheet (FR SIZE) - Cream - 270 x 300 cm - Plain (BL1194G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1600
163,1000FLATCRED,1000TC - Flat Sheet - Cream - Double  - Plain (BL1194B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1450
164,1000FLATCREK,1000TC - Flat Sheet - Cream - King - Plain (BL1194C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1600
165,1000FLATCRES,1000TC - Flat Sheet - Cream -  Single - Plain (BL1194A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
166,1000FLATCRESK,1000TC - Flat Sheet - Cream - Super King - Plain (BL1194D),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1800
167,1000FLATDGRY-180290,1000TC - Flat Sheet (FR SIZE) - Dark Grey -  180 x 290 cm - Plain (BL1312E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
168,1000FLATDGRY-240300,1000TC - Flat Sheet (FR SIZE) - Dark Grey - 240 x 300 cm - Plain (BL1312F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1450
169,1000FLATDGRY-270300,1000TC - Flat Sheet (FR SIZE) - Dark Grey - 270 x 300 cm - Plain (BL1312G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1600
170,1000FLATDGRY-D,1000TC - Flat Sheet - Dark Grey - Double - Plain (BL1312B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1450
171,1000FLATDGRY-K,1000TC - Flat Sheet - Dark Grey - King - Plain (BL1312C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1600
172,1000FLATDGRY-S,1000TC - Flat Sheet - Dark Grey -  Single - Plain (BL1312A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
173,1000FLATDGRY-SK,1000TC - Flat Sheet - Dark Grey - Super King - Plain (BL1312D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1800
174,1000FLATWHT-180290,1000TC - Flat Sheet (FR SIZE) - White -  180 x 290 cm - Plain (BL1195E),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1200
175,1000FLATWHT-240300,1000TC - Flat Sheet (FR SIZE) - White - 240 x 300 cm - Plain (BL1195F),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1450
176,1000FLATWHT-270300,1000TC - Flat Sheet (FR SIZE) - White - 270 x 300 cm - Plain (BL1195G),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,1600
177,1000FLAWHTD,1000TC - Flat Sheet - White - Double - Plain (BL1195B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1450
178,1000FLAWHTK,1000TC - Flat Sheet - White - King - Plain (BL1195C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1600
179,1000FLAWHTS,1000TC - Flat Sheet - White -  Single - Plain (BL1195A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,1200
180,1000FLAWHTSK,1000TC - Flat Sheet - White - Super King - Plain (BL1195D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,4,31,39,1800
181,1000HOUSEBEI,1000TC - Pillow Case - Standard - Housewife - Moonlight Beige - Plain (BL1320C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,190
182,1000HOUSECRE,1000TC - Pillow Case - Cream - Housewife - Plain (BL1196),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,190
183,1000HOUSEDGRY,1000TC - Pillow Case - Standard - Housewife - Dark Grey - Plain (BL1314C),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,190
184,1000HOUSEWHT,1000TC - Pillow Case - White - Housewife - Plain (BL1197),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,190
185,1000OXFORDBEI,1000TC - Pillow Case - Standard - Oxford - Moonlight Beige - Plain (BL1321),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,250
186,1000OXFORDCRE,1000TC - Pillow Case - Cream - Oxford - Plain (BL1198),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,250
187,1000OXFORDDGRY,1000TC - Pillow Case - Standard - Oxford - Dark Grey - Plain (BL1315),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,250
188,1000OXFORDWHT,1000TC - Pillow Case - White - Oxford - Plain (BL1199),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,250
189,1000PCBEI4040,1000TC - Pillow Case - 40 x 40 cm - Moonlight Beige - Plain (BL1320A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,150
190,1000PCBEI4080,1000TC - Pillow Case - 40 x 80 cm - Moonlight Beige - Plain (BL1320B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,200
191,1000PCBEI8080,1000TC - Pillow Case - 80 x 80 cm - Moonlight Beige (BL1320D),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,300
192,1000PCCRE4040,1000TC - Pillow Case - Cream - 40 x 40 cm - Plain (BL1196A),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,150
193,1000PCCRE4080,1000TC - Pillow Case - Cream - 40 x 80 cm - Plain (BL1196B),5.05597E+12,Bed Linen - 1000TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1,20,25,200
194,1000PCCRE8080,1000TC - Pillow Case - Cream - 80 x 80 cm (BL1196C),5.05597E+12,Default,,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,1.5,21,34,300
195,200FITTEDGRP-K,200TC - Fitted Sheet - Grape - King - Plain (BL1302D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
196,200FITTEDGRP-S,200TC - Fitted Sheet - Grape -  Single - Plain (BL1302A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,560
197,200FITTEDGRP-SD,200TC - Fitted Sheet - Grape -  Small Double - Plain (BL1302B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,600
198,200FITTEDGRP-SK,200TC - Fitted Sheet - Grape - Super King - Plain (BL1302E),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,900
199,200FITTEDNAV100200,200TC - Fitted Sheet - Navy - EURO 100 x 200 cm (BL1286F),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,605
200,200FITTEDNAV140200,200TC - Fitted Sheet - Navy - EURO 140 x 200 cm (BL1286G),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,735
201,200FITTEDNAV160200,200TC - Fitted Sheet - Navy - EURO 160 x 200 cm (BL1286H),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,850
202,200FITTEDNAV-D,200TC - Fitted Sheet - Navy - Double - (BL1289C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,670
203,200FITTEDNAV-K,200TC - Fitted Sheet - Navy - King - Plain (BL1286D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
204,200FITTEDNAV-S,200TC - Fitted Sheet - Navy -  Single - Plain (BL1286A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,560
205,200FITTEDNAV-SD,200TC - Fitted Sheet - Navy -  Small Double - Plain (BL1286B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,600
206,200FITTEDNAV-SK,"200TC - Fitted Sheet 12"" Deep - Navy - Super King - Plain (BL1286E)",5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,900
207,200FITTEDPINK-D,200TC - Fitted Sheet - Pink - Double - Plain (BL1105B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,670
208,200FITTEDPINK-K,200TC - Fitted Sheet - Pink - King - Plain (BL1105C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
209,200FITTEDPINK-S,200TC - Fitted Sheet - Pink -  Single  - Plain (BL1105A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,560
210,200FITTEDPINKSD,200TC - Fitted Sheet - Pink -  Small Double - Plain (BL1105E),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,600
211,200FITTEDPINK-SK,200TC - Fitted Sheet - Pink - Super King  - Plain (BL1105D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,900
212,200FITTEDPLU100200,200TC - Fitted Sheet - Plum - EURO 100 x 200 cm (BL1106F),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,605
213,200FITTEDPLU140200,200TC - Fitted Sheet - Plum - EURO 140 x 200 cm (BL1106G),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,735
214,200FITTEDPLU160200,200TC - Fitted Sheet - Plum - EURO 160 x 200 cm (BL1106H),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,850
215,200FITTEDPLUM-D,200TC - Fitted Sheet - Plum - Double - Plain (BL1106B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,670
216,200FITTEDPLUM-K,200TC - Fitted Sheet - Plum - King  - Plain (BL1106C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
217,200FITTEDPLUM-S,200TC - Fitted Sheet - Plum -  Single  - Plain (BL1106A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,560
218,200FITTEDPLUMSD,200TC - Fitted Sheet - Plum -  Small Double - Plain (BL1106E),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,600
219,200FITTEDPLUM-SK,200TC - Fitted Sheet - Plum- Super King  - Plain (BL1106D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,900
220,200FITTEDPNK100200,200TC - Fitted Sheet - Pink - EURO 100 x 200 cm (BL1105F),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,605
221,200FITTEDPNK140200,200TC - Fitted Sheet - Pink - EURO 140 x 200 cm (BL1105G),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,735
222,200FITTEDPNK160200,200TC - Fitted Sheet - Pink - EURO 160 x 200 cm (BL1105H),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,850
223,200FITTEDRED100200,200TC - Fitted Sheet - Red - EURO 100 x 200 cm (BL1107F),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,605
224,200FITTEDRED140200,200TC - Fitted Sheet - Red - EURO 140 x 200 cm (BL1107G),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,735
225,200FITTEDRED160200,200TC - Fitted Sheet - Red - EURO 160 x 200 cm (BL1107H),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,850
226,200FITTEDRED-D,200TC - Fitted Sheet - Red - Double - Plain (BL1107B),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,670
227,200FITTEDRED-K,200TC - Fitted Sheet - Red - King - Plain (BL1107C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
228,200FITTEDRED-S,200TC - Fitted Sheet - Red -  Single  - Plain (BL1107A),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,560
229,200FITTEDREDSD,200TC - Fitted Sheet - Red -  Small Double - Plain (BL1107E),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,600
230,200FITTEDRED-SK,200TC - Fitted Sheet - Red - Super King  - Plain (BL1107D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,3,31,39,900
231,200FITTEDSGRY100200,200TC - Fitted Sheet - Silver Grey - EURO 100 x 200 cm (BL1294F),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,605
232,200FITTEDSGRY140200,200TC - Fitted Sheet - Silver Grey - EURO 140 x 200 cm (BL1294G),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,735
233,200FITTEDSGRY160200,200TC - Fitted Sheet - Silver Grey - EURO 160 x 200 cm (BL1294H),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,0,0,0,850
234,200FITTEDSGRY-D,200TC - Fitted Sheet - Silver Grey - Double - Plain (BL1294C),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2,31,39,670
235,200FITTEDSGRY-K,200TC - Fitted Sheet - Silver Grey - King - Plain (BL1294D),5.05597E+12,Bed Linen - 200TC - Plain,SOUTHIND,fdc00182-f9d7-4a3d-a41d-e07faeb6f00d,2.5,31,39,710
