"id","web_sku","linnworks_code","web_price_uk","web_sale_price_uk","web_price_fr","web_sale_price_fr","web_price_de","web_sale_price_de","web_price_dm","web_sale_price_dm","web_price_tesco","web_sale_price_tesco"
"1277","BL1240A","330PCBLACK4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1278","BL1240B","330PCBLACK4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1279","BL1240E","330PCBLACK8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1280","BL1220A","330PCBLU4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1281","BL1220B","330PCBLU4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1282","BL1220E","330PCBLU8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1283","BL1210A","330PCCRE4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1284","BL1210B","330PCCRE4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1285","BL1210E","330PCCRE8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1286","BL1215A","330PCPINK4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1287","BL1215B","330PCPINK4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1288","BL1215E","330PCPINK8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1289","BL1225A","330PCSAGE4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1290","BL1225B","330PCSAGE4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1291","BL1225E","330PCSAGE8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1292","BL1230A","330PCTAUPE4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1293","BL1230B","330PCTAUPE4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1294","BL1230E","330PCTAUPE8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1295","BL1235A","330PCVIOLET4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1296","BL1235B","330PCVIOLET4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1297","BL1235E","330PCVIOLET8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1298","BL1245A","330PCWHT4040","9.99","3.99","12.99","4.99","12.99","4.99","9.99","6.99",,"6.99"
"1299","BL1245E","330PCWHT8080","19.99","9.99","24.99","11.99","24.99","11.99","19.99","13.99",,"13.99"
"1300","BL1285","330VCASEBLACK","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1301","BL1280","330VCASEBLU","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1302","BL1279","330VCASECRE","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1303","BL1281","330VCASEPINK","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1304","BL1282","330VCASESAGE","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1305","BL1283","330VCASETAUPE","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1306","BL1284","330VCASEVIOLET","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1307","BL1278","330VCASEWHT","14.99","7.99","19.99","9.99","19.99","9.99","14.99","10.99",,"10.99"
"1308","BL1245","330HOUSEWHT","9.99","4.99","12.99","5.99","12.99","5.99","9.99","7.99",,"7.99"
"1309","BL1254","330HOUSEWHTKING","12.99","6.99","16.99","7.99","16.99","7.99","12.99","9.99",,"9.99"
"1310","BL1246","330OXFORDWHT","11.99","6.99","15.99","7.99","15.99","7.99","11.99","9.99",,"9.99"
"1311","BL1245B","330PCWHT4080","14.99","5.99","19.99","6.99","19.99","6.99","14.99","9.99",,"9.99"
"1312","BL1203B","ORG4004040","9.99","4.99","12.99","5.99","12.99","5.99","9.99","7.99",,"7.99"
"1313","BL1203C","ORG4004080","11.99","6.99","14.99","8.99","14.99","8.99","11.99","9.99",,"9.99"
"1314","BL1203E","ORG4008080","19.99","12.99","29.99","14.99","29.99","14.99","19.99","16.99",,"16.99"
"1315","BL1203","ORG400HOUSE","11.99","5.99","14.99","7.99","14.99","7.99","11.99","8.99",,"8.99"
"1316","BL1340C","ORG400HOUSEBLU","11.99","5.99","14.99","7.99","14.99","7.99","11.99","8.99",,"8.99"
"1317","BL1333C","ORG400HOUSEBRWN","11.99","5.99","14.99","7.99","14.99","7.99","11.99","8.99",,"8.99"
"1318","BL1326C","ORG400HOUSEWHT","11.99","5.99","14.99","7.99","14.99","7.99","11.99","8.99",,"8.99"
"1319","BL1204","ORG400OXFORD","14.99","8.99","19.99","9.99","19.99","9.99","14.99","11.99",,"11.99"
"1320","BL1341","ORG400OXFORDBLU","14.99","8.99","19.99","9.99","19.99","9.99","14.99","11.99",,"11.99"
"1321","BL1334","ORG400OXFORDBRWN","14.99","8.99","19.99","9.99","19.99","9.99","14.99","11.99",,"11.99"
"1322","BL1327","ORG400OXFORDWHT","14.99","8.99","19.99","9.99","19.99","9.99","14.99","11.99",,"11.99"
"1323","BL1340A","ORG400PCBLU4040","9.99","4.99","12.99","5.99","12.99","5.99","9.99","7.99",,"7.99"
"1324","BL1340B","ORG400PCBLU4080","11.99","6.99","14.99","8.99","14.99","8.99","11.99","9.99",,"9.99"
"1325","BL1340D","ORG400PCBLU8080","19.99","12.99","29.99","14.99","29.99","14.99","19.99","16.99",,"16.99"
"1326","BL1333A","ORG400PCBRWN4040","9.99","4.99","12.99","5.99","12.99","5.99","9.99","7.99",,"7.99"
"1327","BL1333B","ORG400PCBRWN4080","11.99","6.99","14.99","8.99","14.99","8.99","11.99","9.99",,"9.99"
"1328","BL1333D","ORG400PCBRWN8080","19.99","12.99","29.99","14.99","29.99","14.99","19.99","16.99",,"16.99"
"1329","BL1326A","ORG400PCWHT4040","9.99","4.99","12.99","5.99","12.99","5.99","9.99","7.99",,"7.99"
"1330","BL1326B","ORG400PCWHT4080","11.99","6.99","14.99","8.99","14.99","8.99","11.99","9.99",,"9.99"
"1331","BL1326D","ORG400PCWHT8080","19.99","12.99","29.99","14.99","29.99","14.99","19.99","16.99",,"16.99"
"1332","BL1342","ORG400VCASEBLU","16.99","9.99","22.99","11.99","22.99","11.99","16.99","12.99",,"12.99"
"1333","BL1335","ORG400VCASEBRWN","16.99","9.99","22.99","11.99","22.99","11.99","16.99","12.99",,"12.99"
"1334","BL1328","ORG400VCASEWHT","16.99","9.99","22.99","11.99","22.99","11.99","16.99","12.99",,"12.99"
"1335","BL1237C","330FITTEDBLACKD","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1336","BL1237D","330FITTEDBLACKK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1337","BL1237A","330FITTEDBLACKS","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1338","BL1237B","330FITTEDBLACKSD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1339","BL1237E","330FITTEDBLACKSK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1340","BL1217C","330FITTEDBLUD","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1341","BL1217D","330FITTEDBLUK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1342","BL1217A","330FITTEDBLUS","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1343","BL1217E","330FITTEDBLUSK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1344","BL1207C","330FITTEDCRED","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1345","BL1207D","330FITTEDCREK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1346","BL1207A","330FITTEDCRES","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1347","BL1207B","330FITTEDCRESD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1348","BL1207E","330FITTEDCRESK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1349","BL1212C","330FITTEDPINKD","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1350","BL1212D","330FITTEDPINKK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1351","BL1212A","330FITTEDPINKS","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1352","BL1212B","330FITTEDPINKSD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1353","BL1212E","330FITTEDPINKSK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1354","BL1222C","330FITTEDSAGED","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1355","BL1222D","330FITTEDSAGEK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1356","BL1222A","330FITTEDSAGES","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1357","BL1222B","330FITTEDSAGESD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1358","BL1222E","330FITTEDSAGESK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1359","BL1227C","330FITTEDTAUPED","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1360","BL1227D","330FITTEDTAUPEK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1361","BL1227A","330FITTEDTAUPES","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1362","BL1227B","330FITTEDTAUPESD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1363","BL1227E","330FITTEDTAUPESK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1364","BL1232D","330FITTEDVIOLETK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1365","BL1232A","330FITTEDVIOLETS","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1366","BL1232B","330FITTEDVIOLETSD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1367","BL1232E","330FITTEDVIOLETSK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1368","BL1242D","330FITTEDWHTK","36.99","25.99","49.99","32.99","49.99","32.99","36.99","29.99",,"29.99"
"1369","BL1242A","330FITTEDWHTS","24.99","16.99","34.99","19.99","34.99","19.99","24.99","20.99",,"20.99"
"1370","BL1242E","330FITTEDWHTSK","44.99","29.99","59.99","39.99","59.99","39.99","44.99","33.99",,"33.99"
"1371","BL1217B","330FITTEDBLUSD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1372","BL1232C","330FITTEDVIOLETD","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1373","BL1242C","330FITTEDWHTD","29.99","22.99","39.99","29.99","39.99","29.99","29.99","26.99",,"26.99"
"1374","BL1242B","330FITTEDWHTSD","28.99","21.99","37.99","26.99","37.99","26.99","28.99","24.99",,"24.99"
"1375","BL1337B","ORG400DEEPFITBLU-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1376","BL1337C","ORG400DEEPFITBLU-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1377","BL1337A","ORG400DEEPFITBLU-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1378","BL1337D","ORG400DEEPFITBLU-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1379","BL1330B","ORG400DEEPFITBRWN-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1380","BL1330C","ORG400DEEPFITBRWN-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1381","BL1330A","ORG400DEEPFITBRWN-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1382","BL1330D","ORG400DEEPFITBRWN-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1383","BL1323B","ORG400DEEPFITWHT-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1384","BL1323C","ORG400DEEPFITWHT-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1385","BL1323A","ORG400DEEPFITWHT-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1386","BL1323D","ORG400DEEPFITWHT-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1387","BL1248B","ORG400DEEPFTD","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1388","BL1248C","ORG400DEEPFTK","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1389","BL1248A","ORG400DEEPFTS","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1390","BL1248D","ORG400DEEPFTSK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1391","BL1201B","ORG400FIT-D","39.99","27.99","49.99","32.99","49.99","32.99","39.99","29.99",,"29.99"
"1392","BL1201C","ORG400FIT-K","49.99","29.99","64.99","34.99","64.99","34.99","49.99","33.99",,"33.99"
"1393","BL1201A","ORG400FIT-S","29.99","19.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1394","BL1201D","ORG400FIT-SK","59.99","35.99","79.99","39.99","79.99","39.99","59.99","39.99",,"39.99"
"1395","BL1336C","ORG400FITTEDBLU-D","39.99","27.99","49.99","32.99","49.99","32.99","39.99","29.99",,"29.99"
"1396","BL1336D","ORG400FITTEDBLU-K","49.99","29.99","64.99","34.99","64.99","34.99","49.99","33.99",,"33.99"
"1397","BL1336A","ORG400FITTEDBLU-S","29.99","19.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1398","BL1336E","ORG400FITTEDBLU-SK","59.99","35.99","79.99","39.99","79.99","39.99","59.99","39.99",,"39.99"
"1399","BL1329C","ORG400FITTEDBRWN-D","39.99","27.99","49.99","32.99","49.99","32.99","39.99","29.99",,"29.99"
"1400","BL1329D","ORG400FITTEDBRWN-K","49.99","29.99","64.99","34.99","64.99","34.99","49.99","33.99",,"33.99"
"1401","BL1329A","ORG400FITTEDBRWN-S","29.99","19.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1402","BL1329B","ORG400FITTEDBRWN-SD","34.99","24.99","44.99","29.99","44.99","29.99","34.99","28.99",,"28.99"
"1403","BL1329E","ORG400FITTEDBRWN-SK","59.99","35.99","79.99","39.99","79.99","39.99","59.99","39.99",,"39.99"
"1404","BL1322C","ORG400FITTEDWHT-D","39.99","27.99","49.99","32.99","49.99","32.99","39.99","29.99",,"29.99"
"1405","BL1322D","ORG400FITTEDWHT-K","49.99","29.99","64.99","34.99","64.99","34.99","49.99","33.99",,"33.99"
"1406","BL1322A","ORG400FITTEDWHT-S","29.99","19.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1407","BL1322B","ORG400FITTEDWHT-SD","34.99","24.99","44.99","29.99","44.99","29.99","34.99","28.99",,"28.99"
"1408","BL1322E","ORG400FITTEDWHT-SK","59.99","35.99","79.99","39.99","79.99","39.99","59.99","39.99",,"39.99"
"1409","BL1248E","ORG400DEEPFTSD","48.99","22.99","54.99","25.99",,,,,,
"1410","BL1336B","ORG400FITTEDBLU-SD","34.99","24.99","44.99","29.99","44.99","29.99","34.99","28.99",,"28.99"
"1411","BL1119B","200FLATBLK-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1412","BL1119C","200FLATBLK-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1413","BL1119A","200FLATBLK-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1414","BL1119D","200FLATBLK-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1415","BL1120B","200FLATBLU-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1416","BL1120C","200FLATBLU-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1417","BL1120A","200FLATBLU-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1418","BL1120D","200FLATBLU-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1419","BL1121B","200FLATCHOC-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1420","BL1121C","200FLATCHOC-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1421","BL1121A","200FLATCHOC-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1422","BL1121D","200FLATCHOC-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1423","BL1122B","200FLATCREAMD","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1424","BL1122C","200FLATCREAMK","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1425","BL1122A","200FLATCREAMS","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1426","BL1122D","200FLATCREAMSK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1427","BL1304B","200FLATGRP-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1428","BL1304C","200FLATGRP-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1429","BL1304D","200FLATGRP-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1430","BL1288B","200FLATNAV-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1431","BL1288C","200FLATNAV-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1432","BL1288D","200FLATNAV-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1433","BL1123B","200FLATPINK-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1434","BL1123C","200FLATPINK-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1435","BL1123A","200FLATPINK-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1436","BL1123D","200FLATPINK-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1437","BL1124B","200FLATPLUM-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1438","BL1124C","200FLATPLUM-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1439","BL1124A","200FLATPLUM-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1440","BL1124D","200FLATPLUM-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1441","BL1125B","200FLATRED-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1442","BL1125C","200FLATRED-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1443","BL1125A","200FLATRED-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1444","BL1125D","200FLATRED-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1445","BL1296B","200FLATSGRY-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1446","BL1296C","200FLATSGRY-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1447","BL1296A","200FLATSGRY-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1448","BL1296D","200FLATSGRY-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1449","BL1126B","200FLATTEAL-D","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1450","BL1126C","200FLATTEAL-K","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1451","BL1126A","200FLATTEAL-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1452","BL1126D","200FLATTEAL-SK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1453","BL1127B","200FLATWHTD","31.99","21.99","39.99","24.99","39.99","24.99","31.99","24.99",,"24.99"
"1454","BL1127C","200FLATWHTK","34.99","24.99","44.99","29.99","44.99","29.99","34.99","29.99",,"29.99"
"1455","BL1127A","200FLATWHTS","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1456","BL1127D","200FLATWHTSK","44.99","29.99","54.99","32.99","54.99","32.99","44.99","34.99",,"34.99"
"1457","BL1288A","200FLATNAV-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1458","BL1304A","200FLATGRP-S","27.99","16.99","34.99","19.99","34.99","19.99","27.99","19.99",,"19.99"
"1459","BL1238B","330FLATBLACKD","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1460","BL1238C","330FLATBLACKK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1461","BL1238A","330FLATBLACKS","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1462","BL1238D","330FLATBLACKSK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1463","BL1218B","330FLATBLUD","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1464","BL1218C","330FLATBLUK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1465","BL1218A","330FLATBLUS","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1466","BL1218D","330FLATBLUSK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1467","BL1208B","330FLATCRED","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1468","BL1208C","330FLATCREK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1469","BL1208A","330FLATCRES","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1470","BL1208D","330FLATCRESK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1471","BL1213B","330FLATPINKD","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1472","BL1213C","330FLATPINKK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1473","BL1213A","330FLATPINKS","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1474","BL1213D","330FLATPINKSK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1475","BL1223B","330FLATSAGED","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1476","BL1223C","330FLATSAGEK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1477","BL1223A","330FLATSAGES","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1478","BL1223D","330FLATSAGESK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1479","BL1228B","330FLATTAUPED","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1480","BL1228C","330FLATTAUPEK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1481","BL1228A","330FLATTAUPES","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1482","BL1228D","330FLATTAUPESK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1483","BL1233B","330FLATVIOLETD","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1484","BL1233C","330FLATVIOLETK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1485","BL1233A","330FLATVIOLETS","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1486","BL1233D","330FLATVIOLETSK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1487","BL1243B","330FLATWHTD","37.99","24.99","49.99","32.99","49.99","32.99","37.99","28.99",,"28.99"
"1488","BL1243C","330FLATWHTK","39.99","28.99","52.99","36.99","52.99","36.99","39.99","32.99",,"32.99"
"1489","BL1243A","330FLATWHTS","29.99","20.99","39.99","24.99","39.99","24.99","29.99","23.99",,"23.99"
"1490","BL1243D","330FLATWHTSK","49.99","34.99","69.99","41.99","69.99","41.99","49.99","39.99",,"39.99"
"1491","BL1202B","ORG400FLAT-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1492","BL1202C","ORG400FLAT-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1493","BL1202A","ORG400FLAT-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1494","BL1202D","ORG400FLAT-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1495","BL1338B","ORG400FLATBLU-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1496","BL1338C","ORG400FLATBLU-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1497","BL1338A","ORG400FLATBLU-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1498","BL1338D","ORG400FLATBLU-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1499","BL1331B","ORG400FLATBRWN-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1500","BL1331C","ORG400FLATBRWN-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1501","BL1331A","ORG400FLATBRWN-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1502","BL1331D","ORG400FLATBRWN-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
"1503","BL1324B","ORG400FLATWHT-D","49.99","29.99","69.99","39.99","69.99","39.99","49.99","33.99",,"33.99"
"1504","BL1324C","ORG400FLATWHT-K","59.99","35.99","79.99","44.99","79.99","44.99","59.99","39.99",,"39.99"
"1505","BL1324A","ORG400FLATWHT-S","39.99","24.99","49.99","34.99","49.99","34.99","39.99","28.99",,"28.99"
"1506","BL1324D","ORG400FLATWHT-SK","69.99","39.99","89.99","49.99","89.99","49.99","69.99","44.99",,"44.99"
